1	0.22869965
2	0.03132406
3	-0.007106869
4	0.010618885
5	0.05969692
6	0.15317236
7	0.3199403
8	0.0268221
9	0.008790542
10	0.21083142
11	0.16245449
12	0.016630804
13	0.40408126
14	0.10345551
15	0.006098659
16	0.15527931
17	-0.012285522
18	0.21116233
19	-0.015066002
20	-4.237492E-4
21	0.099423535
22	0.06635348
23	0.12007823
24	0.005956162
25	0.10528047
26	0.010029775
27	-0.043083392
28	0.040744007
29	-0.02053452
30	0.013535356
31	0.029100325
32	0.030560698
33	-0.025440715
34	-0.021611108
35	-0.029771028
36	-0.01284216
37	0.022722736
38	0.15192164
39	-0.033277493
40	-0.030768745
41	0.040620916
42	0.07987404
43	0.17758948
44	0.15290344
45	-0.0038989761
46	-0.031022353
47	-0.030719737
48	0.03130624
49	0.06314346
50	-0.017262686
51	0.010570262
52	0.061277557
53	0.018099269
54	0.024415357
55	-0.018136503
56	0.09114771
57	0.05768689
58	0.14951229
59	0.37163273
60	0.24397932
61	-0.044515625
62	0.14894149
63	-0.025298815
64	0.11723107
65	0.06143564
66	-0.001054649
67	-0.021887425
68	6.281936E-4
69	0.05559761
70	0.03964122
71	0.013365501
72	0.14320484
73	0.04195249
74	1.9430113E-4
75	0.037655406
76	0.07240158
77	0.07666754
78	-0.03295098
79	0.027743943
80	0.004857508
81	0.011800307
82	0.10489757
83	0.04259788
84	0.121138684
85	0.21049754
86	-0.040571284
87	0.17939961
88	-0.042901028
89	0.06834111
90	0.24552156
91	0.020511609
92	0.18317609
93	-0.047146402
94	0.2831962
95	0.17993665
96	0.010640373
97	0.05315688
98	0.006069689
99	0.08924747
100	-0.043546934
101	-0.035895042
102	0.00538081
103	-0.053133745
104	0.0064548654
105	-0.05840807
106	0.059509113
107	-0.043691024
108	-0.01218435
109	0.12975079
110	0.08162901
111	-0.02246645
112	0.012010369
113	0.01281642
114	-0.030904856
115	0.096055955
116	0.09197829
117	0.044388622
118	0.1372248
119	0.21386626
120	-0.026433926
121	0.059226885
122	0.07053955
123	0.028095415
124	-0.022022838
125	0.09588584
126	0.0036395264
127	-0.028310172
128	0.11769068
129	-0.03461815
130	0.38116997
131	0.009922156
132	-0.011405835
133	-0.0054375683
134	-0.035972092
135	0.006298006
136	-0.011703513
137	0.01797115
138	0.07267196
139	-0.001878097
140	-0.04746709
141	0.06564238
142	-0.0011882221
143	-0.06796
144	0.25009626
145	0.25545415
146	-0.02390654
147	-0.026019692
148	0.051796693
149	-0.040180653
150	-0.03873022
151	0.2228304
152	0.16563569
153	-0.039303906
154	0.022263136
155	-0.039883528
156	0.019074675
157	-1.5978754E-4
158	0.22634178
159	0.09290712
160	0.122729376
161	-0.03640574
162	-7.254223E-4
163	-0.054730613
164	0.048610736
165	0.017300379
166	-0.055661377
167	0.055751987
168	0.017681016
169	-0.015560933
170	-0.045085847
171	-0.028889548
172	-0.023538383
173	0.004677424
174	0.2555833
175	0.023163626
176	0.049317144
177	0.09142717
178	0.2630738
179	-0.0036729188
180	0.051501796
181	-0.010476839
182	-0.017015347
183	0.019301146
184	0.22870407
185	0.022145588
186	0.05710585
187	0.04141081
188	0.09863413
189	0.20493093
190	-0.006486794
191	-0.039510343
192	-0.015053274
193	0.07435599
194	0.062999256
195	0.04562629
196	-0.022620857
197	0.0118317
198	0.057552982
199	-0.006352735
200	0.11926803
201	0.1699207
202	-0.051954523
203	-0.046117883
204	0.015360054
205	-0.042939663
206	-0.04086264
207	0.0939027
208	-0.03029981
209	-0.034517802
210	0.09621558
211	-0.025924338
212	-0.010061484
213	0.18127818
214	0.07405426
215	0.04964628
216	0.13778087
217	-0.0019983551
218	-0.015149482
219	0.022353604
220	-0.048686385
221	0.1084889
222	0.16737704
223	0.012155788
224	0.07260636
225	0.011633093
226	0.04838656
227	-0.011331202
228	-0.05160579
229	-0.006725329
230	0.041363437
231	-0.058395993
232	0.043872565
233	0.099912494
234	0.26761833
235	0.09875547
236	0.07511821
237	0.038433056
238	-0.031104675
239	0.11386682
240	-0.022285588
241	-0.03581711
242	-0.036971204
243	0.016177027
244	0.20861362
245	-0.018321788
246	0.070997044
247	-0.01728519
248	-0.03160056
249	0.1619408
250	0.11972866
251	0.026429303
252	0.001439542
253	0.11157865
254	0.027514642
255	0.0028024986
256	0.26888752
257	0.017214345
258	-0.0517458
259	0.0645366
260	-0.023103042
261	-0.040989727
262	0.08416419
263	0.13500287
264	0.14974871
265	-0.002404063
266	-0.02355285
267	0.142306
268	0.09716712
269	0.14967497
270	0.2372199
271	0.16224249
272	0.03742009
273	-0.021705495
274	0.0636365
275	0.013232944
276	0.34781358
277	0.011827015
278	-0.04375818
279	0.40728262
280	0.23538028
281	-0.034976237
282	-0.028526254
283	-0.011231946
284	-0.0323063
285	-0.004012785
286	0.3483651
287	0.05248783
288	0.017504465
289	-0.050078325
290	0.051288966
291	0.26120308
292	0.12001696
293	0.20273335
294	0.08482233
295	0.23720272
296	0.21883067
297	0.145348
298	0.11308426
299	0.21466474
300	-1.7724605E-4
301	0.21717003
302	-0.06433754
303	0.35020915
304	-0.038454395
305	0.16253032
306	-0.009332833
307	0.016803347
308	0.30871806
309	-0.020566786
310	-0.065559044
311	0.27759162
312	0.24189156
313	0.15626965
314	0.23043032
315	0.06927331
316	0.020307465
317	-0.043178607
318	0.14050357
319	-0.014537435
320	0.16032399
321	0.15371712
322	0.037379384
323	0.058404773
324	0.119907334
325	0.081798084
326	0.16136393
327	0.20265901
328	0.2531988
329	-0.0024504894
330	0.19304651
331	0.06982829
332	0.18084332
333	-0.02603456
334	0.23419283
335	-0.050518483
336	0.05792616
337	0.008889245
338	0.048593525
339	0.2953839
340	0.031995445
341	-0.023976255
342	0.14610937
343	0.26568994
344	0.21564478
345	0.2324189
346	0.12958059
347	0.14337663
348	0.01777013
349	-0.042059228
350	0.04067171
351	-0.013136998
352	-0.02003805
353	-0.010614606
354	0.20808919
355	0.032936893
356	-0.06383534
357	0.020346567
358	0.008141318
359	-0.015786825
360	0.12785663
361	0.10320866
362	-0.023121107
363	0.2837365
364	-0.020586902
365	0.03906249
366	0.0050865123
367	0.09297055
368	-0.0072988733
369	0.021305785
370	0.06657077
371	0.02800077
